Probe	Ensembl	chromosome_name
101409253	ENSG00000234854	13
100505540	ENSG00000234855	10
100505782	ENSG00000234859	17
727699	ENSG00000234880	21
114614	ENSG00000234883	21
400618	ENSG00000234899	17
344	ENSG00000234906	19
654434	ENSG00000234912	17
101929374	ENSG00000234928	22
100507470	ENSG00000234942	10
101929445	ENSG00000234944	10
100505624	ENSG00000234945	2
101927700	ENSG00000234948	20
101927434	ENSG00000234953	1
100507406	ENSG00000234956	6
440829	ENSG00000234965	22
148709	ENSG00000234996	1
389023	ENSG00000235026	2
100505635	ENSG00000235033	6
342918	ENSG00000235034	19
100271702	ENSG00000235049	12
284661	ENSG00000235054	1
101929148	ENSG00000235059	Y
144817	ENSG00000235097	13
441869	ENSG00000235098	1
266655	ENSG00000235106	9
64288	ENSG00000235109	6
200726	ENSG00000235118	2
100506492	ENSG00000235123	21
101927378	ENSG00000235139	7
100422737	ENSG00000235142	6
400748	ENSG00000235143	1
644444	ENSG00000235156	3
387882	ENSG00000235162	12
388588	ENSG00000235169	1
257358	ENSG00000235172	5
51236	ENSG00000235173	8
101101772	ENSG00000235180	10
100874085	ENSG00000235191	19
90673	ENSG00000235194	14
104355292	ENSG00000235202	1
140846	ENSG00000235214	20
642776	ENSG00000235244	X
101928153	ENSG00000235257	3
390245	ENSG00000235268	11
26786	ENSG00000235284	9
100192420	ENSG00000235295	22
286442	ENSG00000235304	X
728039	ENSG00000235374	21
729020	ENSG00000235376	10
158376	ENSG00000235387	9
100874018	ENSG00000235397	17
440602	ENSG00000235407	1
474149	ENSG00000235412	Y
92249	ENSG00000235437	X
100129250	ENSG00000235453	9
101928999	ENSG00000235455	3
102724341	ENSG00000235470	10
100996342	ENSG00000235478	22
104266961	ENSG00000235492	1
101928846	ENSG00000235527	1
100132891	ENSG00000235531	8
150372	ENSG00000235568	22
149775	ENSG00000235590	20
100873977	ENSG00000235593	3
642559	ENSG00000235602	12
54729	ENSG00000235608	4
284749	ENSG00000235621	20
378925	ENSG00000235631	7
101929181	ENSG00000235643	1
339788	ENSG00000235665	2
100133053	ENSG00000235699	X
360155	ENSG00000235700	1
400242	ENSG00000235706	14
149373	ENSG00000235710	1
390616	ENSG00000235711	15
83552	ENSG00000235718	11
9674	ENSG00000235750	1
644093	ENSG00000235760	2
646324	ENSG00000235770	2
100873933	ENSG00000235777	1
145241	ENSG00000235812	14
90271	ENSG00000235823	10
100507605	ENSG00000235824	10
100507582	ENSG00000235831	3
8705	ENSG00000235863	6
57000	ENSG00000235865	9
101927661	ENSG00000235885	2
100874214	ENSG00000235897	3
101927171	ENSG00000235899	6
100509894	ENSG00000235903	13
104326055	ENSG00000235910	11
100379174	ENSG00000235914	20
645676	ENSG00000235919	1
374987	ENSG00000235927	1
283025	ENSG00000235931	10
448835	ENSG00000235942	1
100126791	ENSG00000235947	3
284900	ENSG00000235954	22
100134015	ENSG00000235958	20
84968	ENSG00000235961	X
100873969	ENSG00000235984	13
150291	ENSG00000235989	22
101929567	ENSG00000236008	2
100507477	ENSG00000236013	6
100169851	ENSG00000236027	11
403273	ENSG00000236032	3
101927630	ENSG00000236039	7
101929260	ENSG00000236049	2
100874212	ENSG00000236051	13
101928335	ENSG00000236064	X
104355137	ENSG00000236076	13
101929086	ENSG00000236078	7
101927125	ENSG00000236081	7
100874058	ENSG00000236088	17
440132	ENSG00000236094	13
9278	ENSG00000236104	6
101929680	ENSG00000236107	2
645402	ENSG00000236125	8
101929099	ENSG00000236137	1
100506469	ENSG00000236144	19
101928303	ENSG00000236155	1
102800315	ENSG00000236172	2
100873944	ENSG00000236188	X
100873937	ENSG00000236202	3
100885782	ENSG00000236242	13
101928381	ENSG00000236252	9
163742	ENSG00000236253	1
10824	ENSG00000236256	X
101927498	ENSG00000236268	1
154790	ENSG00000236279	7
58486	ENSG00000236287	11
441046	ENSG00000236296	4
283303	ENSG00000236301	11
101929582	ENSG00000236306	9
100038246	ENSG00000236311	10
342618	ENSG00000236320	17
644591	ENSG00000236334	1
101928333	ENSG00000236340	7
153910	ENSG00000236366	6
728096	ENSG00000236371	X
101926942	ENSG00000236373	10
100874261	ENSG00000236383	17
150135	ENSG00000236384	21
101927476	ENSG00000236393	X
646000	ENSG00000236396	18
259285	ENSG00000236398	7
401491	ENSG00000236404	9
100133612	ENSG00000236423	1
100289087	ENSG00000236424	Y
101928271	ENSG00000236436	2
643311	ENSG00000236446	X
101928748	ENSG00000236461	9
101929328	ENSG00000236467	10
101927683	ENSG00000236497	1
150197	ENSG00000236499	22
100506108	ENSG00000236502	2
101928201	ENSG00000236513	X
100873972	ENSG00000236520	13
101927973	ENSG00000236532	21
102723971	ENSG00000236543	9
728658	ENSG00000236552	10
54753	ENSG00000236609	7
101928530	ENSG00000236617	12
100306951	ENSG00000236618	17
3441	ENSG00000236637	9
104326193	ENSG00000236651	2
100505588	ENSG00000236668	9
54848	ENSG00000236699	4
148756	ENSG00000236719	1
101928778	ENSG00000236720	1
101927189	ENSG00000236740	6
101927449	ENSG00000236747	X
100506881	ENSG00000236753	7
101929372	ENSG00000236754	22
643854	ENSG00000236761	6
644838	ENSG00000236780	2
339789	ENSG00000236790	2
101928700	ENSG00000236795	7
102724589	ENSG00000236799	10
100506963	ENSG00000236810	1
101060544	ENSG00000236819	17
618	ENSG00000236824	2
100134368	ENSG00000236829	16
100506428	ENSG00000236830	21
100287114	ENSG00000236834	13
100874088	ENSG00000236836	X
101927258	ENSG00000236849	9
285045	ENSG00000236854	2
254128	ENSG00000236859	2
751580	ENSG00000236871	X
202299	ENSG00000236882	5
81571	ENSG00000236901	9
105378828	ENSG00000236915	1
101927547	ENSG00000236977	2
646498	ENSG00000236980	3
219870	ENSG00000236981	11
100874282	ENSG00000236996	6
84850	ENSG00000237009	9
101927701	ENSG00000237013	2
220930	ENSG00000237036	10
83867	ENSG00000237048	Y
442720	ENSG00000237064	7
101927164	ENSG00000237101	1
134860	ENSG00000237110	6
100144597	ENSG00000237119	20
79804	ENSG00000237125	4
646603	ENSG00000237136	4
100131213	ENSG00000237149	10
415056	ENSG00000237159	9
84752	ENSG00000237172	16
101926963	ENSG00000237181	7
441094	ENSG00000237187	5
91368	ENSG00000237190	5
101928495	ENSG00000237208	X
100507391	ENSG00000237222	3
150142	ENSG00000237232	21
100130880	ENSG00000237243	7
284428	ENSG00000237247	19
100499405	ENSG00000237248	12
100130331	ENSG00000237250	1
101929624	ENSG00000237267	10
440757	ENSG00000237282	20
339442	ENSG00000237290	1
101928973	ENSG00000237292	1
101927055	ENSG00000237298	2
100289098	ENSG00000237310	7
100861516	ENSG00000237328	17
401934	ENSG00000237330	1
100130954	ENSG00000237339	9
399968	ENSG00000237353	11
400128	ENSG00000237361	13
100129066	ENSG00000237372	9
403253	ENSG00000237388	11
101929685	ENSG00000237396	20
100507034	ENSG00000237399	10
100505964	ENSG00000237401	2
646960	ENSG00000237412	2
149047	ENSG00000237413	1
84793	ENSG00000237424	1
102723661	ENSG00000237435	1
100129842	ENSG00000237440	19
5863	ENSG00000237441	6
388553	ENSG00000237452	19
101928438	ENSG00000237461	9
400794	ENSG00000237463	1
101928661	ENSG00000237468	6
101928891	ENSG00000237476	22
387723	ENSG00000237489	10
100130476	ENSG00000237499	6
101927891	ENSG00000237505	1
728978	ENSG00000237512	10
729993	ENSG00000237515	16
26648	ENSG00000237521	19
439990	ENSG00000237523	10
101929926	ENSG00000237524	2
3118	ENSG00000237541	6
102723487	ENSG00000237560	17
101927924	ENSG00000237574	2
101927396	ENSG00000237579	10
150051	ENSG00000237594	21
645520	ENSG00000237613	1
100101938	ENSG00000237636	13
400958	ENSG00000237638	2
3833	ENSG00000237649	6
339804	ENSG00000237651	2
101929653	ENSG00000237654	11
388830	ENSG00000237664	21
339822	ENSG00000237667	2
100169752	ENSG00000237675	10
101929705	ENSG00000237686	6
345611	ENSG00000237693	5
645382	ENSG00000237700	1
101928596	ENSG00000237707	1
100861518	ENSG00000237714	5
100189589	ENSG00000237737	2
100874342	ENSG00000237738	7
101929570	ENSG00000237750	2
104355141	ENSG00000237751	2
276	ENSG00000237763	1
285550	ENSG00000237765	4
152118	ENSG00000237787	3
101927497	ENSG00000237819	7
645202	ENSG00000237850	15
645030	ENSG00000237853	1
102724434	ENSG00000237870	7
645682	ENSG00000237872	1
100874158	ENSG00000237879	13
101929010	ENSG00000237914	20
100996570	ENSG00000237928	1
102723927	ENSG00000237940	2
55539	ENSG00000237941	11
439949	ENSG00000237943	10
100506334	ENSG00000237945	21
339400	ENSG00000237975	1
11191	ENSG00000237984	9
101927851	ENSG00000238005	1
100303491	ENSG00000238057	2
348761	ENSG00000238062	2
101929730	ENSG00000238078	1
474170	ENSG00000238083	17
101929337	ENSG00000238097	3
650655	ENSG00000238098	16
645434	ENSG00000238099	6
103352539	ENSG00000238113	9
100188949	ENSG00000238121	13
339751	ENSG00000238133	2
100874093	ENSG00000238141	21
102723318	ENSG00000238169	13
101927682	ENSG00000238184	11
100506215	ENSG00000238197	21
100996251	ENSG00000238198	1
347411	ENSG00000238205	X
101927641	ENSG00000238217	2
90120	ENSG00000238227	9
101927248	ENSG00000238230	13
343171	ENSG00000238243	1
378828	ENSG00000238265	21
100507127	ENSG00000238266	10
389860	ENSG00000238269	X
101928795	ENSG00000238284	7
101340252	ENSG00000238300	9
692058	ENSG00000238317	2
654322	ENSG00000238363	5
26808	ENSG00000238423	17
26773	ENSG00000238578	17
692223	ENSG00000238622	11
26795	ENSG00000238650	8
100302190	ENSG00000238705	1
677767	ENSG00000238741	3
101340251	ENSG00000238793	17
677777	ENSG00000238795	12
677765	ENSG00000238835	5
100113379	ENSG00000238886	9
677828	ENSG00000238961	5
692148	ENSG00000239002	12
692084	ENSG00000239039	8
100113380	ENSG00000239127	22
677885	ENSG00000239149	1
100124534	ENSG00000239183	9
100128164	ENSG00000239219	3
81567	ENSG00000239264	6
652968	ENSG00000239282	22
7844	ENSG00000239305	2
10432	ENSG00000239306	11
100134259	ENSG00000239332	2
103625681	ENSG00000239335	12
84964	ENSG00000239382	19
142686	ENSG00000239388	3
56136	ENSG00000239389	5
101927346	ENSG00000239454	3
10324	ENSG00000239474	2
100507274	ENSG00000239513	3
100506826	ENSG00000239523	3
255025	ENSG00000239589	3
26219	ENSG00000239590	9
285051	ENSG00000239605	2
100874089	ENSG00000239608	3
728637	ENSG00000239642	5
151325	ENSG00000239649	2
100507062	ENSG00000239653	3
4830	ENSG00000239672	17
8742	ENSG00000239697	17
284040	ENSG00000239704	17
60489	ENSG00000239713	22
100873945	ENSG00000239718	3
54106	ENSG00000239732	3
23559	ENSG00000239779	2
51373	ENSG00000239789	7
100873993	ENSG00000239799	3
440560	ENSG00000239810	1
1668	ENSG00000239839	8
51608	ENSG00000239857	7
100506765	ENSG00000239877	3
83899	ENSG00000239886	17
400793	ENSG00000239887	1
158	ENSG00000239900	22
101927149	ENSG00000239921	3
23547	ENSG00000239961	19
11027	ENSG00000239998	19
100885796	ENSG00000240012	3
84066	ENSG00000240021	1
280	ENSG00000240038	1
100507537	ENSG00000240045	3
58496	ENSG00000240053	6
5698	ENSG00000240065	6
101928085	ENSG00000240137	3
100873983	ENSG00000240175	3
5098	ENSG00000240184	5
643160	ENSG00000240194	1
100874200	ENSG00000240198	3
100287482	ENSG00000240204	7
90639	ENSG00000240230	7
728358	ENSG00000240247	8
100874201	ENSG00000240254	3
146771	ENSG00000240280	17
100126793	ENSG00000240288	3
84129	ENSG00000240303	3
100506281	ENSG00000240338	16
53938	ENSG00000240344	2
353137	ENSG00000240386	1
3812	ENSG00000240403	19
101927152	ENSG00000240405	3
285205	ENSG00000240423	3
337960	ENSG00000240432	21
2310	ENSG00000240445	17
118432	ENSG00000240480	17
100048912	ENSG00000240498	9
23495	ENSG00000240505	17
100874091	ENSG00000240541	3
728318	ENSG00000240542	17
100874039	ENSG00000240549	3
54596	ENSG00000240563	1
101243545	ENSG00000240567	3
358	ENSG00000240583	7
100874083	ENSG00000240596	3
338872	ENSG00000240654	13
57461	ENSG00000240682	3
10687	ENSG00000240694	8
399829	ENSG00000240707	10
401387	ENSG00000240720	7
100506243	ENSG00000240747	3
56097	ENSG00000240764	5
246312	ENSG00000240770	21
115557	ENSG00000240771	12
387521	ENSG00000240849	20
57665	ENSG00000240857	2
100507642	ENSG00000240859	7
100132476	ENSG00000240871	17
730091	ENSG00000240875	3
100134713	ENSG00000240889	7
257068	ENSG00000240891	3
101929694	ENSG00000240893	3
101926903	ENSG00000240922	3
4282	ENSG00000240972	22
100506489	ENSG00000240973	7
221883	ENSG00000240990	7
653160	ENSG00000241014	1
147804	ENSG00000241015	19
221078	ENSG00000241058	10
401103	ENSG00000241098	3
284344	ENSG00000241104	19
3112	ENSG00000241106	6
100652759	ENSG00000241111	3
54600	ENSG00000241119	2
386680	ENSG00000241123	21
57002	ENSG00000241127	7
100874246	ENSG00000241155	3
101929335	ENSG00000241158	3
285286	ENSG00000241163	3
6997	ENSG00000241186	3
401081	ENSG00000241224	3
57830	ENSG00000241233	11
27297	ENSG00000241258	7
101927056	ENSG00000241288	3
100128025	ENSG00000241313	3
101927111	ENSG00000241316	3
374286	ENSG00000241322	17
101927494	ENSG00000241328	3
101928190	ENSG00000241336	3
6173	ENSG00000241343	X
57026	ENSG00000241360	22
647107	ENSG00000241369	3
202658	ENSG00000241370	6
283460	ENSG00000241388	12
9936	ENSG00000241399	2
80864	ENSG00000241404	6
9551	ENSG00000241468	7
151658	ENSG00000241469	3
100506994	ENSG00000241472	3
6757	ENSG00000241476	X
23779	ENSG00000241484	22
105371430	ENSG00000241525	17
10093	ENSG00000241553	3
100131117	ENSG00000241560	3
1325	ENSG00000241563	1
101927832	ENSG00000241570	3
85280	ENSG00000241595	17
54658	ENSG00000241635	2
11185	ENSG00000241644	7
100874037	ENSG00000241648	3
104310350	ENSG00000241669	3
10552	ENSG00000241685	7
100505609	ENSG00000241696	3
8577	ENSG00000241697	9
220832	ENSG00000241735	7
204010	ENSG00000241749	12
104355289	ENSG00000241767	3
100131434	ENSG00000241769	X
6700	ENSG00000241794	1
27442	ENSG00000241832	22
539	ENSG00000241837	21
80301	ENSG00000241839	15
541565	ENSG00000241852	8
23761	ENSG00000241878	22
112817	ENSG00000241935	10
5822	ENSG00000241945	21
102546299	ENSG00000241956	5
5297	ENSG00000241973	22
115653	ENSG00000242019	19
25764	ENSG00000242028	15
255654	ENSG00000242042	1
285224	ENSG00000242049	3
23600	ENSG00000242110	5
51537	ENSG00000242114	22
8420	ENSG00000242125	1
398	ENSG00000242173	16
730102	ENSG00000242193	1
140290	ENSG00000242220	21
5670	ENSG00000242221	19
26286	ENSG00000242247	22
632	ENSG00000242252	1
285972	ENSG00000242258	7
128977	ENSG00000242259	22
23089	ENSG00000242265	7
100507661	ENSG00000242268	3
101929754	ENSG00000242290	3
54576	ENSG00000242366	2
100874084	ENSG00000242370	3
3692	ENSG00000242372	20
100506724	ENSG00000242385	3
378950	ENSG00000242389	Y
100169989	ENSG00000242412	2
56098	ENSG00000242419	5
101929238	ENSG00000242428	3
11036	ENSG00000242441	2
55052	ENSG00000242485	1
348110	ENSG00000242498	15
100996490	ENSG00000242512	3
54575	ENSG00000242515	2
401074	ENSG00000242516	3
100874019	ENSG00000242522	3
5273	ENSG00000242550	18
3109	ENSG00000242574	6
8512	ENSG00000242600	10
26063	ENSG00000242612	16
2790	ENSG00000242616	9
440970	ENSG00000242641	3
1270	ENSG00000242689	11
728591	ENSG00000242715	13
340526	ENSG00000242732	X
100874131	ENSG00000242767	3
79986	ENSG00000242779	19
9907	ENSG00000242802	7
347689	ENSG00000242808	3
163051	ENSG00000242852	19
161497	ENSG00000242866	15
378948	ENSG00000242875	Y
30816	ENSG00000242950	7
8637	ENSG00000243056	5
100507524	ENSG00000243069	3
400735	ENSG00000243073	1
201617	ENSG00000243083	3
5680	ENSG00000243130	19
5672	ENSG00000243137	19
9553	ENSG00000243147	2
100996447	ENSG00000243150	3
57553	ENSG00000243156	22
285194	ENSG00000243197	3
692312	ENSG00000243207	19
56134	ENSG00000243232	5
11037	ENSG00000243244	2
11230	ENSG00000243279	X
391123	ENSG00000243284	1
647087	ENSG00000243317	7
283480	ENSG00000243319	13
148713	ENSG00000243323	1
154881	ENSG00000243335	7
1945	ENSG00000243364	1
353376	ENSG00000243414	5
401115	ENSG00000243449	4
27160	ENSG00000243468	X
24142	ENSG00000243477	3
645249	ENSG00000243479	7
386678	ENSG00000243489	21
8771	ENSG00000243509	20
140870	ENSG00000243543	20
105375355	ENSG00000243566	7
339894	ENSG00000243629	3
3588	ENSG00000243646	21
629	ENSG00000243649	6
642819	ENSG00000243660	10
116143	ENSG00000243667	2
4831	ENSG00000243678	17
344595	ENSG00000243701	3
100137049	ENSG00000243708	15
10637	ENSG00000243709	1
149465	ENSG00000243710	1
100874237	ENSG00000243715	3
100132247	ENSG00000243716	16
7268	ENSG00000243725	1
81696	ENSG00000243729	6
113157	ENSG00000243742	11
100506144	ENSG00000243749	1
3804	ENSG00000243772	19
202459	ENSG00000243775	6
100137047	ENSG00000243789	15
101929717	ENSG00000243795	3
140564	ENSG00000243811	22
100507389	ENSG00000243818	3
100131176	ENSG00000243836	7
100874029	ENSG00000243849	3
401427	ENSG00000243896	7
80086	ENSG00000243910	2
64968	ENSG00000243927	21
84450	ENSG00000243943	2
2938	ENSG00000243955	6
57529	ENSG00000243978	X
95	ENSG00000243989	3
9054	ENSG00000244005	20
645745	ENSG00000244020	1
337970	ENSG00000244025	21
692099	ENSG00000244026	3
1650	ENSG00000244038	1
101928376	ENSG00000244040	3
401232	ENSG00000244041	6
147007	ENSG00000244045	17
353144	ENSG00000244057	1
2939	ENSG00000244067	6
6705	ENSG00000244094	1
552891	ENSG00000244115	9
54577	ENSG00000244122	2
103695433	ENSG00000244128	3
5032	ENSG00000244165	19
101559451	ENSG00000244184	17
85014	ENSG00000244187	9
104502416	ENSG00000244203	3
101927123	ENSG00000244215	3
100289187	ENSG00000244219	7
646168	ENSG00000244227	3
64396	ENSG00000244234	5
402778	ENSG00000244242	11
55861	ENSG00000244274	20
101928790	ENSG00000244302	3
503639	ENSG00000244306	14
285401	ENSG00000244342	3
58530	ENSG00000244355	6
337974	ENSG00000244362	21
378949	ENSG00000244395	Y
2119	ENSG00000244405	3
440050	ENSG00000244411	11
3078	ENSG00000244414	1
10137	ENSG00000244462	20
54657	ENSG00000244474	2
405754	ENSG00000244476	6
79168	ENSG00000244482	19
91179	ENSG00000244486	22
100874101	ENSG00000244502	3
27350	ENSG00000244509	22
85291	ENSG00000244537	17
101927992	ENSG00000244541	3
103344930	ENSG00000244578	3
642636	ENSG00000244588	20
152206	ENSG00000244607	3
151516	ENSG00000244617	2
81392	ENSG00000244623	7
337975	ENSG00000244624	21
100287639	ENSG00000244681	3
7335	ENSG00000244687	20
442213	ENSG00000244694	6
720	ENSG00000244731	6
3043	ENSG00000244734	11
1415	ENSG00000244752	22
10443	ENSG00000244754	13
101927657	ENSG00000244791	8
100507300	ENSG00000244926	11
101928445	ENSG00000244945	5
100506495	ENSG00000244968	5
643770	ENSG00000245017	12
729678	ENSG00000245060	5
255130	ENSG00000245067	4
144571	ENSG00000245105	12
101927612	ENSG00000245149	8
100130231	ENSG00000245164	8
386627	ENSG00000245275	5
101929066	ENSG00000245281	8
101929595	ENSG00000245293	4
101928646	ENSG00000245311	12
101929468	ENSG00000245384	4
101928075	ENSG00000245466	14
101929765	ENSG00000245479	15
100507283	ENSG00000245498	11
440028	ENSG00000245522	11
645323	ENSG00000245526	5
283131	ENSG00000245532	11
101928784	ENSG00000245534	15
100129203	ENSG00000245552	11
728769	ENSG00000245556	5
101927204	ENSG00000245571	11
497258	ENSG00000245573	11
100506068	ENSG00000245598	19
100506660	ENSG00000245614	12
101928100	ENSG00000245648	12
92285	ENSG00000245680	19
101929076	ENSG00000245719	15
729506	ENSG00000245729	5
100129931	ENSG00000245748	4
145837	ENSG00000245750	15
101927740	ENSG00000245812	5
101928989	ENSG00000245832	11
1050	ENSG00000245848	19
100505648	ENSG00000245849	15
100652791	ENSG00000245857	8
101927074	ENSG00000245870	4
400512	ENSG00000245888	16
101928809	ENSG00000245928	4
644873	ENSG00000245937	5
100996286	ENSG00000245954	4
100862662	ENSG00000246022	3
152195	ENSG00000246082	3
101929241	ENSG00000246084	14
100287015	ENSG00000246089	8
100507053	ENSG00000246090	4
286059	ENSG00000246130	8
100505676	ENSG00000246145	8
100289388	ENSG00000246174	11
101928580	ENSG00000246211	11
101929524	ENSG00000246214	5
388011	ENSG00000246223	14
727677	ENSG00000246228	8
283104	ENSG00000246273	11
101928053	ENSG00000246308	11
101929402	ENSG00000246339	8
286190	ENSG00000246366	8
283856	ENSG00000246379	16
101928597	ENSG00000246394	12
100505658	ENSG00000246422	5
100507632	ENSG00000246430	8
100506368	ENSG00000246523	11
101929210	ENSG00000246541	4
283575	ENSG00000246548	14
389641	ENSG00000246582	8
100652846	ENSG00000246627	12
284080	ENSG00000246640	17
642924	ENSG00000246662	8
55766	ENSG00000246705	12
85001	ENSG00000246731	17
101928388	ENSG00000246740	15
503569	ENSG00000246763	5
100505678	ENSG00000246859	5
101927282	ENSG00000246876	4
390595	ENSG00000246922	15
144481	ENSG00000246985	12
192111	ENSG00000247077	12
283596	ENSG00000247092	14
100506211	ENSG00000247095	11
101928002	ENSG00000247131	12
338739	ENSG00000247151	11
338817	ENSG00000247157	12
439933	ENSG00000247193	4
102546294	ENSG00000247199	5
102723562	ENSG00000247213	12
400541	ENSG00000247228	16
440288	ENSG00000247240	15
729013	ENSG00000247271	11
85364	ENSG00000247315	20
100507250	ENSG00000247363	12
101928847	ENSG00000247416	11
100506314	ENSG00000247498	12
100505738	ENSG00000247516	5
729082	ENSG00000247556	15
100131067	ENSG00000247572	5
100506540	ENSG00000247595	11
11344	ENSG00000247596	3
441009	ENSG00000247624	4
92935	ENSG00000247626	2
100507401	ENSG00000247675	11
100507266	ENSG00000247708	4
158880	ENSG00000247746	X
100233209	ENSG00000247774	12
644248	ENSG00000247775	4
257396	ENSG00000247796	5
100505894	ENSG00000247828	5
283214	ENSG00000247867	11
100533182	ENSG00000247950	4
283663	ENSG00000247982	15
100506668	ENSG00000248008	12
285512	ENSG00000248019	4
593	ENSG00000248098	19
3640	ENSG00000248099	19
102546228	ENSG00000248107	5
105378220	ENSG00000248109	5
285577	ENSG00000248118	5
101928569	ENSG00000248132	5
126	ENSG00000248144	4
101929505	ENSG00000248150	5
101928509	ENSG00000248174	4
728081	ENSG00000248197	4
101927849	ENSG00000248210	4
104472519	ENSG00000248221	4
100505893	ENSG00000248228	4
440101	ENSG00000248265	12
100507602	ENSG00000248275	5
340113	ENSG00000248279	5
641365	ENSG00000248307	4
101929423	ENSG00000248309	5
101927543	ENSG00000248318	8
100506085	ENSG00000248319	4
100506013	ENSG00000248329	4
100507528	ENSG00000248330	4
101927917	ENSG00000248332	11
984	ENSG00000248333	1
201853	ENSG00000248360	4
102477328	ENSG00000248371	5
56135	ENSG00000248383	5
441864	ENSG00000248385	19
553158	ENSG00000248405	22
400456	ENSG00000248441	15
56120	ENSG00000248449	5
101929544	ENSG00000248455	5
101929745	ENSG00000248461	5
101927075	ENSG00000248464	5
100996385	ENSG00000248469	5
134187	ENSG00000248483	5
654790	ENSG00000248485	1
25864	ENSG00000248487	3
100289230	ENSG00000248489	5
594840	ENSG00000248492	8
100131089	ENSG00000248508	15
100133234	ENSG00000248522	8
101928651	ENSG00000248529	5
157273	ENSG00000248538	8
283731	ENSG00000248540	15
100506475	ENSG00000248572	5
100526772	ENSG00000248592	3
441374	ENSG00000248599	8
100526737	ENSG00000248643	11
100874002	ENSG00000248668	5
285407	ENSG00000248671	11
100526664	ENSG00000248672	2
104310351	ENSG00000248673	5
100505625	ENSG00000248677	5
152742	ENSG00000248698	4
283152	ENSG00000248712	11
285556	ENSG00000248713	4
348808	ENSG00000248724	3
102467147	ENSG00000248727	5
100852408	ENSG00000248730	5
101929237	ENSG00000248738	8
89	ENSG00000248746	11
102467212	ENSG00000248757	5
100505989	ENSG00000248771	4
100505545	ENSG00000248809	4
100507639	ENSG00000248810	4
101928443	ENSG00000248844	11
441369	ENSG00000248858	8
102577424	ENSG00000248859	5
407977	ENSG00000248871	17
100506122	ENSG00000248872	4
646576	ENSG00000248890	4
100124412	ENSG00000248893	15
342184	ENSG00000248905	15
340107	ENSG00000248908	5
100526740	ENSG00000248919	7
100507291	ENSG00000248932	3
100287513	ENSG00000248933	4
101929470	ENSG00000248964	8
101927096	ENSG00000249035	5
677784	ENSG00000249054	12
101927953	ENSG00000249082	5
100287327	ENSG00000249104	4
101928590	ENSG00000249106	4
23354	ENSG00000249115	19
102467225	ENSG00000249128	5
643036	ENSG00000249138	4
100526773	ENSG00000249139	20
56138	ENSG00000249158	5
100506229	ENSG00000249173	4
283352	ENSG00000249196	12
101928857	ENSG00000249201	5
267020	ENSG00000249222	22
643714	ENSG00000249231	16
101060498	ENSG00000249241	4
441027	ENSG00000249242	4
101929095	ENSG00000249252	4
400084	ENSG00000249267	12
101928924	ENSG00000249295	5
100874530	ENSG00000249310	22
101929081	ENSG00000249326	5
101927040	ENSG00000249328	8
100506444	ENSG00000249341	4
101927592	ENSG00000249345	12
100507584	ENSG00000249346	6
100885776	ENSG00000249348	4
101928858	ENSG00000249364	5
100270680	ENSG00000249375	8
401164	ENSG00000249378	4
101927274	ENSG00000249383	17
101805492	ENSG00000249395	8
101929412	ENSG00000249396	5
101928052	ENSG00000249419	4
103689846	ENSG00000249421	5
100996645	ENSG00000249436	5
4671	ENSG00000249437	5
285419	ENSG00000249464	4
388569	ENSG00000249471	19
221409	ENSG00000249481	6
101927134	ENSG00000249484	5
101929743	ENSG00000249487	15
101927207	ENSG00000249497	17
101928151	ENSG00000249500	4
101929153	ENSG00000249521	5
101928776	ENSG00000249534	4
100506465	ENSG00000249550	12
100874361	ENSG00000249553	5
442497	ENSG00000249574	7
645104	ENSG00000249581	4
101928539	ENSG00000249584	5
100129917	ENSG00000249592	4
100292680	ENSG00000249628	12
101929577	ENSG00000249635	4
100874366	ENSG00000249641	12
340073	ENSG00000249647	5
102723526	ENSG00000249662	5
100506564	ENSG00000249693	4
574538	ENSG00000249695	12
101929199	ENSG00000249699	4
100506462	ENSG00000249700	4
163050	ENSG00000249709	19
101929353	ENSG00000249710	4
90342	ENSG00000249715	2
100507388	ENSG00000249717	4
285626	ENSG00000249738	5
101926904	ENSG00000249740	5
100506406	ENSG00000249748	5
641700	ENSG00000249751	5
285692	ENSG00000249781	5
677770	ENSG00000249784	4
102467074	ENSG00000249808	5
100287478	ENSG00000249811	4
157381	ENSG00000249816	8
101929215	ENSG00000249825	5
100506907	ENSG00000249833	3
105379054	ENSG00000249835	5
222537	ENSG00000249853	6
148003	ENSG00000249861	19
100526767	ENSG00000249884	2
100874374	ENSG00000249885	4
100288866	ENSG00000249906	17
10016	ENSG00000249915	5
100859921	ENSG00000249917	8
284865	ENSG00000249923	22
653125	ENSG00000249931	15
57733	ENSG00000249948	4
283847	ENSG00000249961	16
25907	ENSG00000249992	3
100526783	ENSG00000250021	15
641364	ENSG00000250033	4
101929064	ENSG00000250062	4
374887	ENSG00000250067	19
101929340	ENSG00000250073	11
101927237	ENSG00000250075	4
100873948	ENSG00000250095	5
253962	ENSG00000250107	17
101929141	ENSG00000250111	17
100506142	ENSG00000250116	2
56139	ENSG00000250120	5
401134	ENSG00000250125	4
101928600	ENSG00000250127	5
100874364	ENSG00000250133	12
100526693	ENSG00000250151	3
102546226	ENSG00000250156	5
100873940	ENSG00000250174	3
440119	ENSG00000250208	12
100874275	ENSG00000250223	4
101927495	ENSG00000250230	11
101929472	ENSG00000250250	5
10744	ENSG00000250254	4
